DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Restored Lives: The Course|Monarch Books||Out|2.0|4:3|74.99|NR|2013|Special Interest|1.33:1|9780857214799|2013-12-01 00:00:00|248979|2013-11-26 00:00:00|1
Return To A Better Tomorrow|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1994|Action/Adventure|1.85:1|601643377148|2001-06-19 00:00:00|11343|2013-11-27 00:00:00|1
Revenge Of The Kung Fu Master (Special Edition)|Tai Seng||Discontinued|5.1/DTS|4:3|14.95|NR|UNK|Action/Adventure|1.33:1|601641397346|2003-10-28 00:00:00|31893|2013-11-27 00:00:00|1
Rich And Famous (1987)|Tai Seng||Discontinued|2.0|LBX|9.95|NR|1987|Action/Adventure|1.85:1|601643801247|2001-06-19 00:00:00|7795|2013-11-27 00:00:00|1
Righting Wrongs|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1986|Foreign|2.35:1|601643071145|2001-10-16 00:00:00|5056|2013-11-27 00:00:00|1
Ring Virus|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1999|Foreign|1.85:1|601641666541|2005-06-21 00:00:00|63120|2013-11-27 00:00:00|1
Ripple In The Eye: The Moving Images Of Eric Koziol|Microcinema International||Discontinued|2.0|4:3|24.98|NR|UNK|Special Interest|1.33:1|859392001030|2007-05-29 00:00:00|110031|2013-11-27 00:00:00|1
Roaring Dragon, Bluffing Tiger|Tai Seng||Discontinued|SUB|4:3|14.95|NR|UNK|Foreign|1.33:1|601641342643|2006-07-25 00:00:00|86294|2013-11-27 00:00:00|1
Roaring Wheels|Tai Seng||Discontinued|5.1|4:3|14.95|NR|2000|Action/Adventure|1.33:1|601643889641|2004-01-20 00:00:00|38571|2013-11-27 00:00:00|1
Robotrix (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|24.95|NR|1991|Foreign|1.85:1|601643193540|1999-11-16 00:00:00|5099|2013-11-27 00:00:00|1
Romance Of Red Rust (Hong Fu Nu): Compelete Series|Tai Seng||Discontinued|SUB|4:3|59.95|NR|UNK|Foreign|1.33:1|312717559017|2007-07-24 00:00:00|113865|2013-11-27 00:00:00|1
Romancing Star|Tai Seng||Discontinued|5.1|LBX, 16:9|24.95|NR|1987|Comedy|1.85:1|601641437547|2003-12-09 00:00:00|34394|2013-11-27 00:00:00|1
Rouge|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1988|Foreign|1.85:1|601643071947|2001-04-03 00:00:00|5148|2013-11-27 00:00:00|1
Royal Warriors (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|19.95|R|1986|Foreign|1.85:1|601643563244|1999-01-19 00:00:00|5165|2013-11-27 00:00:00|1
Rules Of The Game (1999)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1999|Foreign|1.85:1|601643740546|2005-05-17 00:00:00|61417|2013-11-27 00:00:00|1
Run 2 U|Tai Seng||Discontinued|5.1|LBX, 16:9|19.95|NR|2003|Action/Adventure|1.85:1|601641444446|2003-12-09 00:00:00|34428|2013-11-27 00:00:00|1
Run And Kill|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1993|Foreign|1.85:1|601641370240|2003-07-22 00:00:00|28351|2013-11-27 00:00:00|1
Running 7 Dogs|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2000|Action/Adventure|1.85:1|601641349543|2005-02-15 00:00:00|55742|2013-11-27 00:00:00|1
Running On Karma|Tai Seng||Discontinued|SUB|LBX|19.95|NR|2003|Foreign|1.85:1|507118127013|2006-12-12 00:00:00|97896|2013-11-27 00:00:00|1
Running Out Of Time (1999)|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1999|Foreign|1.85:1|601643786742|2000-04-25 00:00:00|5183|2013-11-27 00:00:00|1
Running Out Of Time (1999/ Special Edition)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1999|Foreign|1.85:1|601643856247|2001-02-13 00:00:00|9562|2013-11-27 00:00:00|1
Running Out Of Time 2|Tai Seng||Discontinued|SUB|LBX, 16:9|24.95|NR|2001|Foreign|1.85:1|601641103640|2002-06-25 00:00:00|17629|2013-11-27 00:00:00|1
Running Out Of Time 2 (Special Edition)|Tai Seng||Discontinued|5.1/DTS|LBX, 16:9|14.95|NR|2001|Foreign|1.85:1|601641688543|2005-12-13 00:00:00|73439|2013-11-27 00:00:00|1
Safe Handling Of Hazardous Drugs Video Training Program (Book w/ DVD)|American Soc. of Health-System||Out|2.0|4:3|440|NR|2006|Special Interest|1.33:1|9781585281374|2006-06-30 00:00:00|193476|2013-11-27 00:00:00|1
Saga Of The Phoenix|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1990|Foreign|1.85:1|601643072647|1999-09-28 00:00:00|5198|2013-11-27 00:00:00|1
Sage Hunter|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2005|Foreign|2.40:1|112118584010|2007-06-26 00:00:00|110681|2013-11-27 00:00:00|1
Sam The Iron Bridge|Tai Seng||Discontinued|SUB|LBX|7.95|NR|1993|Action/Adventure|1.66:1|601643351841|2001-09-25 00:00:00|12378|2013-11-27 00:00:00|1
Sambo: Russian Absolute Fight And Self Defense By Herve Gheldman|BayView Films||Out|2.0|4:3|29.99|NR|2013|Special Interest|1.33:1|874482005149|2013-11-26 00:00:00|252077|2013-11-26 00:00:00|1
Samuel L. Jackson Triple Feature (Blu-ray): Coach Carter / The Long Kiss Goodnight / Changing Lanes|Warner Brothers||Out|VAR|LBX, 16:9, BLU-RAY|24.98|VAR|VAR|VAR|VAR|883929373833|2013-11-26 00:00:00|250979|2013-11-26 00:00:00|1
Saulabi|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2001|Foreign|1.85:1|601641513043|2004-08-17 00:00:00|45296|2013-11-27 00:00:00|1
Sausalito|Tai Seng||Discontinued|5.1|LBX|9.95|NR|2000|Drama|1.85:1|601643844947|2000-12-05 00:00:00|8982|2013-11-27 00:00:00|1
Savior Of The Soul II|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1992|Action/Adventure|1.85:1|507102841017|2006-10-31 00:00:00|93325|2013-11-27 00:00:00|1
Saviour Of The Soul (Special Edition)|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1991|Action/Adventure|1.85:1|507117622014|2006-05-30 00:00:00|83434|2013-11-27 00:00:00|1
Scarred Memory|Tai Seng||Discontinued|SUB|4:3|14.95|UR|1996|Foreign|1.33:1|112104612017|2007-01-30 00:00:00|100433|2013-11-27 00:00:00|1
School-Based Behavioral And Academic Strategies For Students With ADHD (DVD-ROM)|Routledge||Out|2.0|4:3|100|NR|2013|Special Interest|1.33:1|9780415841603|2013-11-28 00:00:00|239108|2013-11-26 00:00:00|1
Sebastian Calls 911|SlugHugs||Out|2.0|4:3|12.95|NR|2013|Special Interest|1.33:1|9780989613040|2013-12-02 00:00:00|255861|2013-11-26 00:00:00|1
Second Time Around (2001)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2001|Foreign|1.85:1|601641105842|2002-07-30 00:00:00|18107|2013-11-27 00:00:00|1
Secret Of Tai Chi|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1982|Action/Adventure|1.33:1|601643865843|2001-09-25 00:00:00|12379|2013-11-27 00:00:00|1
Secret Of The Chinese Kung Fu|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1980|Action/Adventure|1.33:1|601643778549|2000-10-31 00:00:00|7796|2013-11-27 00:00:00|1
See You In You Tube|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2008|Foreign|1.85:1|112119583012|2008-09-30 00:00:00|143304|2013-11-27 00:00:00|1
Sema: The Warrior Of Ayodhaya|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2002|Foreign|1.85:1|601641680349|2005-07-26 00:00:00|65029|2013-11-27 00:00:00|1
Set To Kill|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2005|Foreign|1.85:1|601641681049|2006-04-25 00:00:00|81288|2013-11-27 00:00:00|1
Seven Days In Coffin|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2003|Foreign|1.85:1|601641584241|2005-01-18 00:00:00|54006|2013-11-27 00:00:00|1
Seven Days To Leave My Wife|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2007|Foreign|1.85:1|161120882010|2010-04-27 00:00:00|179494|2013-11-27 00:00:00|1
Seven Swordsmen: The Complete Uncut Series (8-Disc)|Tai Seng||Discontinued|SUB|LBX, 16:9|59.95|NR|2005|Foreign|1.85:1|312717371015|2006-07-25 00:00:00|86264|2013-11-27 00:00:00|1
Seventh Curse|Tai Seng||Discontinued|SUB|LBX|24.95|NR|1986|Foreign|1.85:1|601643074740|1999-08-31 00:00:00|5346|2013-11-27 00:00:00|1
Sex And The Beauties|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2004|Foreign|1.78:1|601641524544|2004-07-20 00:00:00|45830|2013-11-27 00:00:00|1
Sex Medusa (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1999|Foreign|1.85:1|601643870243|2005-07-26 00:00:00|65027|2013-11-27 00:00:00|1
Sex Of Magic|Tai Seng||Discontinued|SUB|4:3|7.95|NR|2002|Foreign|1.33:1|601641485142|2007-04-24 00:00:00|106300|2013-11-27 00:00:00|1
Sexphone & The Girl Next Door|Tai Seng||Discontinued|SUB|4:3|14.95|NR|2003|Foreign|1.33:1|112116786010|2006-08-29 00:00:00|89486|2013-11-27 00:00:00|1
Shadow Of Empress Wu|Tai Seng||Discontinued|SUB|LBX, 16:9|59.95|NR|2007|Foreign|1.85:1|312720296015|2010-05-25 00:00:00|181272|2013-11-27 00:00:00|1
Shamo|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2007|Foreign|1.85:1|517119893039|2008-11-25 00:00:00|147232|2013-11-27 00:00:00|1
Shamo (Blu-ray)|Tai Seng||Discontinued|SUB|LBX, 16:9, BLU-RAY|14.95|NR|2007|Foreign|1.85:1|517119894043|2009-05-26 00:00:00|159238|2013-11-27 00:00:00|1
Shanghai Grand (Alternate UPC)|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1996|Foreign|1.85:1|601643491943|2001-02-06 00:00:00|63333|2013-11-27 00:00:00|1
Shao Lin Kung Fu [Shaolin Kung Fu]|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1974|Foreign|1.85:1|601643075440|2005-01-18 00:00:00|54021|2013-11-27 00:00:00|1
Shaolin Avengers (Special Edition)|Tai Seng||Discontinued|DUB|LBX|14.95|NR|1994|Foreign|1.85:1|601643445144|2001-02-06 00:00:00|5398|2013-11-27 00:00:00|1
Shaolin Brothers (1980)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1980|Action/Adventure|1.85:1|601641142144|2003-01-14 00:00:00|23713|2013-11-27 00:00:00|1
Shaolin Brothers (1984)|Tai Seng||Discontinued|1.0|4:3|7.95|NR|1984|Action/Adventure|1.33:1|601643834443|2000-11-14 00:00:00|8715|2013-11-27 00:00:00|1
Shaolin Collection (3-Pack): Shaolin Monk / The Shaolin Monk Fights Back / Shaolin Hero|Tai Seng||Discontinued|DUB|4:3 P&S|19.95|NR|VAR|Action/Adventure|1.33:1|601641691543|2005-08-23 00:00:00|66554|2013-11-27 00:00:00|1
Shaolin Disciple|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1980|Action/Adventure|1.33:1|601643777849|2000-06-27 00:00:00|8263|2013-11-27 00:00:00|1
Shaolin Drunken Monk (Special Edition)|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1983|Action/Adventure|1.33:1|601643829241|2001-03-13 00:00:00|10093|2013-11-27 00:00:00|1
Shaolin Hero|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1985|Action/Adventure|1.33:1|601643915845|2002-03-19 00:00:00|16087|2013-11-27 00:00:00|1
Shaolin Invincibles (Tai Seng)|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1977|Action/Adventure|1.33:1|601643828541|2001-02-13 00:00:00|9566|2013-11-27 00:00:00|1
Shaolin Kung Fu (1994)|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1994|Foreign|1.33:1|601643416441|2000-09-26 00:00:00|7797|2013-11-27 00:00:00|1
Shaolin Monk|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1983|Action/Adventure|1.33:1|601643840147|2002-03-19 00:00:00|16088|2013-11-27 00:00:00|1
Shaolin Monk Fights Back|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1985|Action/Adventure|1.33:1|601643840741|2002-03-19 00:00:00|16089|2013-11-27 00:00:00|1
Shaolin Popey|Tai Seng||Discontinued|SUB|LBX|7.95|NR|1994|Action/Adventure|1.66:1|601643350547|2001-05-22 00:00:00|10896|2013-11-27 00:00:00|1
Shaolin Popey 2: Messy Temple|Tai Seng||Discontinued|SUB|LBX|7.95|NR|1994|Action/Adventure|1.66:1|601643371740|2001-05-22 00:00:00|10897|2013-11-27 00:00:00|1
Shaolin Vs. Evil Dead (Tai Seng/ Special Edition)|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2004|Foreign|1.85:1|601641657242|2005-05-17 00:00:00|61463|2013-11-27 00:00:00|1
Shaolin Vs. Evil Dead: Ultimate Power (Special Edition)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2006|Foreign|1.85:1|507117929014|2007-06-26 00:00:00|109848|2013-11-27 00:00:00|1
Shaolin Warriors (5-Disc)|Tai Seng||Discontinued|SUB|4:3|59.95|NR|UNK|Foreign|1.33:1|312719935017|2009-08-25 00:00:00|164568|2013-11-27 00:00:00|1
Shiver (2003)|Tai Seng||Discontinued|SUB|LBX|17.95|NR|2003|Foreign|1.85:1|601641447546|2004-02-17 00:00:00|37242|2013-11-27 00:00:00|1
Shopaholics|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2006|Foreign|1.85:1|112117665017|2006-06-27 00:00:00|85233|2013-11-27 00:00:00|1
Single Blog|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2007|Foreign|1.85:1|112118830018|2007-09-25 00:00:00|116373|2013-11-27 00:00:00|1
Six Directions Of Boxing|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1977|Action/Adventure|1.33:1|601643778341|2000-10-31 00:00:00|8330|2013-11-27 00:00:00|1
Six Strange Tales Of Liao Zhai 2|Tai Seng||Discontinued|SUB|LBX, 16:9|59.95|NR|UNK|Foreign|1.85:1|312721012010|2010-03-30 00:00:00|177666|2013-11-27 00:00:00|1
Six Strong Guys|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2004|Foreign|1.85:1|601641592345|2005-01-18 00:00:00|53995|2013-11-27 00:00:00|1
Sixty Million Dollar Man|Tai Seng||Discontinued|SUB|4:3 P&S, LBX, 16:9|14.95|NR|1995|Action/Adventure|1.85:1|601643424743|2001-06-19 00:00:00|11345|2013-11-27 00:00:00|1
Sky Of Love|Tai Seng||Discontinued|SUB|LBX|24.95|NR|2003|Foreign|1.85:1|601641463348|2004-07-20 00:00:00|45832|2013-11-27 00:00:00|1
Slave Of The Sword|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1993|Action/Adventure|1.85:1|601643296043|2003-02-11 00:00:00|23760|2013-11-27 00:00:00|1
Sleeping With The Dead|Tai Seng||Discontinued|5.1/DTS|LBX|14.95|NR|2002|Horror|1.85:1|601641220347|2003-02-11 00:00:00|23761|2013-11-27 00:00:00|1
Slim Till Dead|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2005|Foreign|1.85:1|601641704045|2005-10-18 00:00:00|70601|2013-11-27 00:00:00|1
Smile (2003)|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2003|Foreign|1.85:1|601641561341|2007-03-27 00:00:00|103698|2013-11-27 00:00:00|1
Social Effectiveness Therapy For Children [SET-C]: Behavioral Treatment For Children With Social Phobia (DVD-ROM)|Routledge||Out|2.0|4:3|110|NR|2013|Special Interest|1.33:1|9780415841528|2013-11-28 00:00:00|239103|2013-11-26 00:00:00|1
Softball Pitching Edge (Book w/ DVD)|Human Kinetics||Out|2.0|4:3|24.95|NR|2011|Special Interest|1.33:1|9780736084321|2013-11-30 00:00:00|188171|2013-11-26 00:00:00|1
Song & Dance Classics: 20 Movies: One Last Dance / Elle: A Modern Cinderella Tale / Alice's Adventures In Wonderland / ...|Mill Creek Entertainment||Out|VAR|VAR|9.98|VAR|VAR|Musical|VAR|683904531001|2013-12-01 00:00:00|253525|2013-11-26 00:00:00|1
Sorority Party Massacre|Anchor Bay|2014-02-11 00:00:00|Pending|5.1|LBX, 16:9|22.98|R|2013|Horror|1.78:1|013132613871|2014-02-11 00:00:00|256459|2013-11-27 00:00:00|0
Soul Guardians|Tai Seng||Discontinued|2.0|LBX|19.95|NR|1998|Horror|1.85:1|601641713245|2006-01-24 00:00:00|76129|2013-11-27 00:00:00|1
Soul: The Ghost Of Nangtakien / The Pong Ghost / The Po'B Ghost / The Ghost Of Nangtanee|Tai Seng||Discontinued|2.0|LBX, 16:9|14.95|NR|VAR|Foreign|1.85:1|601641598446|2004-12-14 00:00:00|52165|2013-11-27 00:00:00|1
South Shaolin Master (Tai Seng)|Tai Seng||Discontinued|5.1|LBX|14.95|NR|1984|Action/Adventure|1.85:1|601641156141|2002-09-17 00:00:00|19608|2013-11-27 00:00:00|1
Soylent Green (Blu-ray) / Logan's Run (Blu-ray) / The Omega Man (Blu-ray)|Warner Brothers||Out|VAR|LBX, 16:9, BLU-RAY|24.98|PG|VAR|SciFi|2.35:1|883929373741|2013-11-26 00:00:00|250972|2013-11-26 00:00:00|1
Spacked Out|Tai Seng||Discontinued|5.1|4:3, LBX|14.95|NR|2000|Drama|1.66:1|601643821443|2004-01-20 00:00:00|38558|2013-11-27 00:00:00|1
Sparrow (2008)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2008|Foreign|2.35:1|112120098017|2008-12-30 00:00:00|148705|2013-11-27 00:00:00|1
Speaking In Code|Square Productions||Discontinued|2.0|4:3|19.95|NR|2009|Special Interest|1.33:1|844667021899|2010-07-27 00:00:00|184512|2013-11-27 00:00:00|1
Spirit Of The Sword (4-Disc)|Tai Seng||Discontinued|SUB|4:3|59.95|NR|2007|Foreign|1.33:1|312719269013|2008-11-25 00:00:00|147234|2013-11-27 00:00:00|1
SRO Advanced Surgical Reconstruction Of The Knee|AAOS||Out|2.0|4:3|209|NR|2013|Special Interest|1.33:1|9781625520661|2013-11-30 00:00:00|249932|2013-11-26 00:00:00|1
SRO Strategies And Tactics In Orthopaedic Extremity Trauma|AAOS||Out|2.0|4:3|209|NR|2013|Special Interest|1.33:1|9781625520517|2013-11-30 00:00:00|249907|2013-11-26 00:00:00|1
Story Of Han Dynasty|Tai Seng||Discontinued|SUB|LBX, 16:9|59.95|NR|UNK|Foreign|1.85:1|312716882017|2009-12-29 00:00:00|171662|2013-11-27 00:00:00|1
Stowaway (2001)|Tai Seng||Discontinued|2.0|LBX|9.95|NR|2001|Action/Adventure|1.85:1|601641073042|2002-11-26 00:00:00|21919|2013-11-27 00:00:00|1
Strange Tales Of Liaozhai|Tai Seng||Discontinued|SUB|LBX, 16:9|59.95|NR|2007|Foreign|1.85:1|312117287015|2009-03-31 00:00:00|155215|2013-11-27 00:00:00|1
Street Angels|Tai Seng||Discontinued|2.0|LBX|9.95|NR|1996|Foreign|1.85:1|601643472942|2001-02-06 00:00:00|5754|2013-11-27 00:00:00|1
Street Of Fury|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1996|Foreign|1.85:1|601643484440|2003-05-20 00:00:00|28702|2013-11-27 00:00:00|1
Suicide Risk Assessment And Formulation In Children And Adolescents: A Workshop For Clinicians (DVD-ROM)|Routledge||Out|2.0|4:3|40|NR|2013|Special Interest|1.33:1|9780415841665|2013-11-28 00:00:00|239081|2013-11-26 00:00:00|1
Summer I Love You|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2002|Foreign|1.85:1|112112672010|2010-11-30 00:00:00|191802|2013-11-27 00:00:00|1
Super Car Criminals|Tai Seng||Discontinued|5.1|LBX|14.95|NR|1999|Action/Adventure|1.85:1|601643779942|2002-10-22 00:00:00|20743|2013-11-27 00:00:00|1
Super Kung Fu Kid|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1986|Action/Adventure|1.33:1|601643866444|2001-10-16 00:00:00|13136|2013-11-27 00:00:00|1
Super Model|Tai Seng||Discontinued|SUB|LBX|7.95|NR|2004|Foreign|1.85:1|601641565042|2009-02-24 00:00:00|153560|2013-11-27 00:00:00|1
Super Ninja|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1984|Action/Adventure|1.33:1|601643867045|2001-02-13 00:00:00|9571|2013-11-27 00:00:00|1
Superman III / Superman IV: The Quest For Peace|Warner Brothers||Out|SUR|LBX, 16:9|12.97|PG|VAR|Fantasy|2.35:1|883929380497|2013-11-29 00:00:00|252496|2013-11-26 00:00:00|1
Surrealist Motion, Vol. 1 (Blu-ray)|Filmic Art||Discontinued|2.0|LBX, 16:9, BLU-RAY|34.95|NR|2008|Special Interest|1.78:1|880198091390|2009-02-24 00:00:00|150794|2013-11-27 00:00:00|1
Suspect (1998)|Tai Seng||Discontinued|DUB|LBX|14.95|NR|1998|Foreign|1.85:1|601643678849|2000-08-08 00:00:00|5833|2013-11-27 00:00:00|1
Sword (1980/ Tai Seng)|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1980|Action/Adventure|1.85:1|601643080741|2003-03-18 00:00:00|26565|2013-11-27 00:00:00|1
Sword And The Fairy: The Complete Collection (5-Disc)|Tai Seng||Discontinued|SUB|4:3|59.95|NR|2005|Foreign|1.33:1|312715554014|2009-02-24 00:00:00|153676|2013-11-27 00:00:00|1
Sword In The Moon (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2003|Foreign|2.35:1|601641624541|2005-02-15 00:00:00|55749|2013-11-27 00:00:00|1
Sword Stained With Royal Blood: Complete TV Series|Tai Seng||Discontinued|SUB|4:3|49.95|NR|1985|Foreign|1.33:1|312718415015|2007-12-18 00:00:00|124452|2013-11-27 00:00:00|1
Swordsman II|Tai Seng||Discontinued|SUB|LBX|29.95|R|1991|Foreign|1.85:1|601643273549|2000-10-24 00:00:00|5860|2013-11-27 00:00:00|1
Swordsman II (Special Edition)|Tai Seng||Discontinued|SUB|LBX|7.95|R|1992|Foreign|1.85:1|507118779021|2007-08-14 00:00:00|112626|2013-11-27 00:00:00|1
Sylvester Stallone Collection (Blu-ray): Demolition Man / Over The Top / Tango & Cash|Warner Brothers||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|24.98|VAR|VAR|Action/Adventure|2.35:1|883929373840|2013-11-26 00:00:00|250982|2013-11-26 00:00:00|1
Tactical Unit: Comrades In Arms|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2009|Foreign|1.85:1|112120720017|2009-06-30 00:00:00|161155|2013-11-27 00:00:00|1
Tactical Unit: Human Nature|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2008|Foreign|1.85:1|112120673016|2010-01-26 00:00:00|173563|2013-11-27 00:00:00|1
Tactical Unit: No Way Out|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2008|Foreign|1.85:1|112120470011|2009-12-29 00:00:00|171642|2013-11-27 00:00:00|1
Tactical Unit: Partners|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2009|Foreign|1.85:1|507120806012|2009-09-29 00:00:00|166617|2013-11-27 00:00:00|1
Tactical Unit: The Code (Tai Seng)|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2008|Foreign|1.85:1|112120637018|2009-11-24 00:00:00|170073|2013-11-27 00:00:00|1
Tai Chi 2|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1996|Foreign|1.85:1|601643461144|2001-02-06 00:00:00|5867|2013-11-27 00:00:00|1
Tales Of Adventure: 20 Movie Collection: Tommy And The Cool Mule / Cowboys And Angels / Country Remedy / White Lion / ...|Mill Creek Entertainment||Out|2.0|VAR|9.98|VAR|VAR|Action/Adventure|VAR|683904530974|2013-12-01 00:00:00|253412|2013-11-26 00:00:00|1
Task Force (1997)|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1997|Foreign|1.85:1|601643572840|1998-10-27 00:00:00|5899|2013-11-27 00:00:00|1
Tearful Sword (7-Disc)|Tai Seng||Discontinued|SUB|4:3|59.95|NR|2007|Foreign|1.33:1|312718682011|2008-08-26 00:00:00|140992|2013-11-27 00:00:00|1
Teenage Mutant Ninja Turtles (2012): The Mutation Situation|Nickelodeon|2014-03-18 00:00:00|Pending|2.0|LBX, 16:9|14.99|NR|2013|Animation|1.78:1|097368047341|2014-03-18 00:00:00|256461|2013-11-27 00:00:00|0
Teenage Mutant Ninja Turtles (2012): The Mutation Situation (Checkpoint)|Nickelodeon|2014-03-18 00:00:00|Pending|2.0|LBX, 16:9|14.99|NR|2013|Animation|1.78:1|097368047327|2014-03-18 00:00:00|256467|2013-11-27 00:00:00|0
Temptation Of Eve|Tai Seng||Discontinued|SUB|4:3|9.95|NR|UNK|Foreign|1.33:1|112119713013|2008-07-29 00:00:00|138609|2013-11-27 00:00:00|1
Tenkai Knights: Rise Of The Knights|Phase 4 Films|2014-02-04 00:00:00|Pending|5.1|LBX, 16:9|9.99|NR|2013|Anime|1.78:1|625828627309|2014-02-04 00:00:00|256428|2013-11-26 00:00:00|0
Terry Jones Collection: Ancient Inventions / The Hidden History Of Egypt / The Surprising History Of Sex & Love / ...|Seventh Art Productions||Discontinued|2.0|4:3|29.99|NR|VAR|Documentary|1.33:1|880198097095|2009-07-28 00:00:00|160947|2013-11-27 00:00:00|1
Theater Of Transparency|Slought Foundation||Discontinued|2.0|4:3|30|NR|VAR|Special Interest|1.33:1|884501491563|2011-07-26 00:00:00|209614|2013-11-27 00:00:00|1
Theatre Of The Oppressed In Actions: An Audio-Visual Introduction To Boal's Forum Theatre (DVD-ROM)|Routledge||Out|2.0|4:3|147|NR|2013|Special Interest|1.33:1|9780415606189|2013-11-26 00:00:00|240076|2013-11-26 00:00:00|1
Theft Under The Sun (Special Edition)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1999|Foreign|1.85:1|601643561042|1998-06-30 00:00:00|5966|2013-11-27 00:00:00|1
This Is Kung Fu|Tai Seng||Discontinued|SUB|4:3 P&S|19.95|NR|1983|Foreign|1.33:1|601643836546|2000-09-26 00:00:00|7801|2013-11-27 00:00:00|1
This Is Law|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2001|Foreign|1.85:1|601641612746|2006-04-25 00:00:00|81291|2013-11-27 00:00:00|1
Three Fragments Of A Lost Tale|John Frame||Discontinued|2.0|4:3|19.95|NR|2011|Animation|1.33:1|884501669023|2012-10-30 00:00:00|234762|2013-11-27 00:00:00|1
Three Of A Kind (2004)|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2004|Foreign|1.85:1|601641546744|2004-12-14 00:00:00|52164|2013-11-27 00:00:00|1
Three Swordsman|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|PG|1994|Action/Adventure|1.85:1|601643523149|2005-09-20 00:00:00|68389|2013-11-27 00:00:00|1
Three Swordsmen (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1994|Action/Adventure|1.85:1|601643373744|2001-06-19 00:00:00|11346|2013-11-27 00:00:00|1
Throwdown|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2004|Foreign|1.85:1|601641680240|2005-07-26 00:00:00|65031|2013-11-27 00:00:00|1
